"DATA.TYPE","YEAR","ICPR.STATE.CODE","STATE.NAME","variable","value"
"S",860,45,"LOUISIANA","X860SLAVE.MALES.20.29",34142
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.20.29",41170
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.20.29",27584
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.20.29",32225
"S",860,49,"TEXAS","X860SLAVE.MALES.20.29",17778
"S",860,51,"KENTUCKY","X860SLAVE.MALES.20.29",19179
"S",860,52,"MARYLAND","X860SLAVE.MALES.20.29",8067
"S",860,54,"TENNESSEE","X860SLAVE.MALES.20.29",23837
"S",860,65,"NEVADA","X860SLAVE.MALES.20.29",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.20.29",NA
"S",860,72,"OREGON","X860SLAVE.MALES.20.29",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.30.39",NA
"S",860,2,"MAINE","X860SLAVE.MALES.30.39",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.30.39",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.30.39",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.30.39",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.30.39",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.30.39",46
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.30.39",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.30.39",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.30.39",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.30.39",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.30.39",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.30.39",NA
"S",860,24,"OHIO","X860SLAVE.MALES.30.39",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.30.39",NA
"S",860,31,"IOWA","X860SLAVE.MALES.30.39",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.30.39",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.30.39",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.30.39",5621
"S",860,35,"NEBRASKA","X860SLAVE.MALES.30.39",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.30.39",26858
"S",860,41,"ALABAMA","X860SLAVE.MALES.30.39",24942
"S",860,42,"ARKANSAS","X860SLAVE.MALES.30.39",6398
"S",860,43,"FLORIDA","X860SLAVE.MALES.30.39",3644
"S",860,44,"GEORGIA","X860SLAVE.MALES.30.39",24404
"S",860,45,"LOUISIANA","X860SLAVE.MALES.30.39",24399
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.30.39",24536
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.30.39",16412
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.30.39",21367
"S",860,49,"TEXAS","X860SLAVE.MALES.30.39",9901
"S",860,51,"KENTUCKY","X860SLAVE.MALES.30.39",11481
"S",860,52,"MARYLAND","X860SLAVE.MALES.30.39",4237
"S",860,54,"TENNESSEE","X860SLAVE.MALES.30.39",13988
"S",860,65,"NEVADA","X860SLAVE.MALES.30.39",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.30.39",NA
"S",860,72,"OREGON","X860SLAVE.MALES.30.39",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.40.49",NA
"S",860,2,"MAINE","X860SLAVE.MALES.40.49",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.40.49",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.40.49",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.40.49",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.40.49",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.40.49",28
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.40.49",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.40.49",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.40.49",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.40.49",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.40.49",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.40.49",NA
"S",860,24,"OHIO","X860SLAVE.MALES.40.49",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.40.49",NA
"S",860,31,"IOWA","X860SLAVE.MALES.40.49",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.40.49",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.40.49",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.40.49",3240
"S",860,35,"NEBRASKA","X860SLAVE.MALES.40.49",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.40.49",18744
"S",860,41,"ALABAMA","X860SLAVE.MALES.40.49",15762
"S",860,42,"ARKANSAS","X860SLAVE.MALES.40.49",3502
"S",860,43,"FLORIDA","X860SLAVE.MALES.40.49",2324
"S",860,44,"GEORGIA","X860SLAVE.MALES.40.49",15267
"S",860,45,"LOUISIANA","X860SLAVE.MALES.40.49",17844
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.40.49",15015
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.40.49",10087
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.40.49",14997
"S",860,49,"TEXAS","X860SLAVE.MALES.40.49",5512
"S",860,51,"KENTUCKY","X860SLAVE.MALES.40.49",7446
"S",860,52,"MARYLAND","X860SLAVE.MALES.40.49",2803
"S",860,54,"TENNESSEE","X860SLAVE.MALES.40.49",8135
"S",860,65,"NEVADA","X860SLAVE.MALES.40.49",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.40.49",NA
"S",860,72,"OREGON","X860SLAVE.MALES.40.49",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.50.59",NA
"S",860,2,"MAINE","X860SLAVE.MALES.50.59",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.50.59",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.50.59",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.50.59",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.50.59",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.50.59",17
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.50.59",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.50.59",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.50.59",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.50.59",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.50.59",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.50.59",NA
"S",860,24,"OHIO","X860SLAVE.MALES.50.59",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.50.59",NA
"S",860,31,"IOWA","X860SLAVE.MALES.50.59",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.50.59",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.50.59",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.50.59",1659
"S",860,35,"NEBRASKA","X860SLAVE.MALES.50.59",1
"S",860,40,"VIRGINIA","X860SLAVE.MALES.50.59",12089
"S",860,41,"ALABAMA","X860SLAVE.MALES.50.59",7799
"S",860,42,"ARKANSAS","X860SLAVE.MALES.50.59",1581
"S",860,43,"FLORIDA","X860SLAVE.MALES.50.59",1235
"S",860,44,"GEORGIA","X860SLAVE.MALES.50.59",8268
"S",860,45,"LOUISIANA","X860SLAVE.MALES.50.59",9394
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.50.59",6889
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.50.59",7426
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.50.59",8942
"S",860,49,"TEXAS","X860SLAVE.MALES.50.59",2717
"S",860,51,"KENTUCKY","X860SLAVE.MALES.50.59",4320
"S",860,52,"MARYLAND","X860SLAVE.MALES.50.59",1882
"S",860,54,"TENNESSEE","X860SLAVE.MALES.50.59",5501
"S",860,65,"NEVADA","X860SLAVE.MALES.50.59",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.50.59",NA
"S",860,72,"OREGON","X860SLAVE.MALES.50.59",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.60.69",NA
"S",860,2,"MAINE","X860SLAVE.MALES.60.69",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.60.69",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.60.69",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.60.69",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.60.69",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.60.69",12
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.60.69",3
"S",860,13,"NEW YORK","X860SLAVE.MALES.60.69",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.60.69",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.60.69",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.60.69",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.60.69",NA
"S",860,24,"OHIO","X860SLAVE.MALES.60.69",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.60.69",NA
"S",860,31,"IOWA","X860SLAVE.MALES.60.69",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.60.69",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.60.69",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.60.69",785
"S",860,35,"NEBRASKA","X860SLAVE.MALES.60.69",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.60.69",8007
"S",860,41,"ALABAMA","X860SLAVE.MALES.60.69",5033
"S",860,42,"ARKANSAS","X860SLAVE.MALES.60.69",934
"S",860,43,"FLORIDA","X860SLAVE.MALES.60.69",621
"S",860,44,"GEORGIA","X860SLAVE.MALES.60.69",4997
"S",860,45,"LOUISIANA","X860SLAVE.MALES.60.69",4362
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.60.69",4526
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.60.69",4220
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.60.69",5335
"S",860,49,"TEXAS","X860SLAVE.MALES.60.69",1272
"S",860,51,"KENTUCKY","X860SLAVE.MALES.60.69",2307
"S",860,52,"MARYLAND","X860SLAVE.MALES.60.69",1196
"S",860,54,"TENNESSEE","X860SLAVE.MALES.60.69",2579
"S",860,65,"NEVADA","X860SLAVE.MALES.60.69",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.60.69",NA
"S",860,72,"OREGON","X860SLAVE.MALES.60.69",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.70.79",NA
"S",860,2,"MAINE","X860SLAVE.MALES.70.79",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.70.79",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.70.79",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.70.79",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.70.79",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.70.79",2
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.70.79",2
"S",860,13,"NEW YORK","X860SLAVE.MALES.70.79",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.70.79",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.70.79",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.70.79",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.70.79",NA
"S",860,24,"OHIO","X860SLAVE.MALES.70.79",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.70.79",NA
"S",860,31,"IOWA","X860SLAVE.MALES.70.79",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.70.79",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.70.79",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.70.79",253
"S",860,35,"NEBRASKA","X860SLAVE.MALES.70.79",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.70.79",2986
"S",860,41,"ALABAMA","X860SLAVE.MALES.70.79",1396
"S",860,42,"ARKANSAS","X860SLAVE.MALES.70.79",207
"S",860,43,"FLORIDA","X860SLAVE.MALES.70.79",222
"S",860,44,"GEORGIA","X860SLAVE.MALES.70.79",1794
"S",860,45,"LOUISIANA","X860SLAVE.MALES.70.79",1353
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.70.79",1149
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.70.79",1656
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.70.79",2035
"S",860,49,"TEXAS","X860SLAVE.MALES.70.79",330
"S",860,51,"KENTUCKY","X860SLAVE.MALES.70.79",766
"S",860,52,"MARYLAND","X860SLAVE.MALES.70.79",426
"S",860,54,"TENNESSEE","X860SLAVE.MALES.70.79",838
"S",860,65,"NEVADA","X860SLAVE.MALES.70.79",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.70.79",NA
"S",860,72,"OREGON","X860SLAVE.MALES.70.79",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.80.89",NA
"S",860,2,"MAINE","X860SLAVE.MALES.80.89",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.80.89",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.80.89",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.80.89",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.80.89",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.80.89",2
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.80.89",1
"S",860,13,"NEW YORK","X860SLAVE.MALES.80.89",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.80.89",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.80.89",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.80.89",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.80.89",NA
"S",860,24,"OHIO","X860SLAVE.MALES.80.89",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.80.89",NA
"S",860,31,"IOWA","X860SLAVE.MALES.80.89",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.80.89",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.80.89",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.80.89",85
"S",860,35,"NEBRASKA","X860SLAVE.MALES.80.89",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.80.89",815
"S",860,41,"ALABAMA","X860SLAVE.MALES.80.89",407
"S",860,42,"ARKANSAS","X860SLAVE.MALES.80.89",46
"S",860,43,"FLORIDA","X860SLAVE.MALES.80.89",81
"S",860,44,"GEORGIA","X860SLAVE.MALES.80.89",578
"S",860,45,"LOUISIANA","X860SLAVE.MALES.80.89",397
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.80.89",344
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.80.89",546
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.80.89",568
"S",860,49,"TEXAS","X860SLAVE.MALES.80.89",116
"S",860,51,"KENTUCKY","X860SLAVE.MALES.80.89",239
"S",860,52,"MARYLAND","X860SLAVE.MALES.80.89",147
"S",860,54,"TENNESSEE","X860SLAVE.MALES.80.89",248
"S",860,65,"NEVADA","X860SLAVE.MALES.80.89",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.80.89",NA
"S",860,72,"OREGON","X860SLAVE.MALES.80.89",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.90.99",NA
"S",860,2,"MAINE","X860SLAVE.MALES.90.99",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.90.99",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.90.99",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.90.99",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.90.99",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.90.99",1
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.90.99",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.90.99",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.90.99",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.90.99",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.90.99",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.90.99",NA
"S",860,24,"OHIO","X860SLAVE.MALES.90.99",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.90.99",NA
"S",860,31,"IOWA","X860SLAVE.MALES.90.99",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.90.99",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.90.99",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.90.99",29
"S",860,35,"NEBRASKA","X860SLAVE.MALES.90.99",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.90.99",221
"S",860,41,"ALABAMA","X860SLAVE.MALES.90.99",99
"S",860,42,"ARKANSAS","X860SLAVE.MALES.90.99",20
"S",860,43,"FLORIDA","X860SLAVE.MALES.90.99",34
"S",860,44,"GEORGIA","X860SLAVE.MALES.90.99",165
"S",860,45,"LOUISIANA","X860SLAVE.MALES.90.99",124
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.90.99",107
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.90.99",143
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.90.99",178
"S",860,49,"TEXAS","X860SLAVE.MALES.90.99",30
"S",860,51,"KENTUCKY","X860SLAVE.MALES.90.99",54
"S",860,52,"MARYLAND","X860SLAVE.MALES.90.99",41
"S",860,54,"TENNESSEE","X860SLAVE.MALES.90.99",71
"S",860,65,"NEVADA","X860SLAVE.MALES.90.99",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.90.99",NA
"S",860,72,"OREGON","X860SLAVE.MALES.90.99",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,2,"MAINE","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.99.AND.OVER",0
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.99.AND.OVER",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,24,"OHIO","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,31,"IOWA","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.99.AND.OVER",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.99.AND.OVER",10
"S",860,35,"NEBRASKA","X860SLAVE.MALES.99.AND.OVER",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.99.AND.OVER",66
"S",860,41,"ALABAMA","X860SLAVE.MALES.99.AND.OVER",76
"S",860,42,"ARKANSAS","X860SLAVE.MALES.99.AND.OVER",11
"S",860,43,"FLORIDA","X860SLAVE.MALES.99.AND.OVER",15
"S",860,44,"GEORGIA","X860SLAVE.MALES.99.AND.OVER",111
"S",860,45,"LOUISIANA","X860SLAVE.MALES.99.AND.OVER",75
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.99.AND.OVER",84
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.99.AND.OVER",56
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.99.AND.OVER",72
"S",860,49,"TEXAS","X860SLAVE.MALES.99.AND.OVER",22
"S",860,51,"KENTUCKY","X860SLAVE.MALES.99.AND.OVER",19
"S",860,52,"MARYLAND","X860SLAVE.MALES.99.AND.OVER",16
"S",860,54,"TENNESSEE","X860SLAVE.MALES.99.AND.OVER",38
"S",860,65,"NEVADA","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,72,"OREGON","X860SLAVE.MALES.99.AND.OVER",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,2,"MAINE","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.AGE.UNKW",0
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.AGE.UNKW",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,24,"OHIO","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,31,"IOWA","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.AGE.UNKW",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.AGE.UNKW",3
"S",860,35,"NEBRASKA","X860SLAVE.MALES.AGE.UNKW",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.AGE.UNKW",3
"S",860,41,"ALABAMA","X860SLAVE.MALES.AGE.UNKW",2
"S",860,42,"ARKANSAS","X860SLAVE.MALES.AGE.UNKW",2
"S",860,43,"FLORIDA","X860SLAVE.MALES.AGE.UNKW",27
"S",860,44,"GEORGIA","X860SLAVE.MALES.AGE.UNKW",68
"S",860,45,"LOUISIANA","X860SLAVE.MALES.AGE.UNKW",12
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.AGE.UNKW",80
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.AGE.UNKW",33
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.AGE.UNKW",35
"S",860,49,"TEXAS","X860SLAVE.MALES.AGE.UNKW",18
"S",860,51,"KENTUCKY","X860SLAVE.MALES.AGE.UNKW",30
"S",860,52,"MARYLAND","X860SLAVE.MALES.AGE.UNKW",0
"S",860,54,"TENNESSEE","X860SLAVE.MALES.AGE.UNKW",5
"S",860,65,"NEVADA","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,72,"OREGON","X860SLAVE.MALES.AGE.UNKW",NA
"S",860,1,"CONNECTICUT","X860TOT.SLAVE.FEMALES",NA
"S",860,2,"MAINE","X860TOT.SLAVE.FEMALES",NA
"S",860,3,"MASSACHUSETTS","X860TOT.SLAVE.FEMALES",NA
"S",860,4,"NEW HAMPSHIRE","X860TOT.SLAVE.FEMALES",NA
"S",860,5,"RHODE ISLAND","X860TOT.SLAVE.FEMALES",NA
"S",860,6,"VERMONT","X860TOT.SLAVE.FEMALES",NA
"S",860,11,"DELAWARE","X860TOT.SLAVE.FEMALES",938
"S",860,12,"NEW JERSEY","X860TOT.SLAVE.FEMALES",12
"S",860,13,"NEW YORK","X860TOT.SLAVE.FEMALES",NA
"S",860,14,"PENNSYLVANIA","X860TOT.SLAVE.FEMALES",NA
"S",860,21,"ILLINOIS","X860TOT.SLAVE.FEMALES",NA
"S",860,22,"INDIANA","X860TOT.SLAVE.FEMALES",NA
"S",860,23,"MICHIGAN","X860TOT.SLAVE.FEMALES",NA
"S",860,24,"OHIO","X860TOT.SLAVE.FEMALES",NA
"S",860,25,"WISCONSIN","X860TOT.SLAVE.FEMALES",NA
"S",860,31,"IOWA","X860TOT.SLAVE.FEMALES",NA
"S",860,32,"KANSAS","X860TOT.SLAVE.FEMALES",2
"S",860,33,"MINNESOTA","X860TOT.SLAVE.FEMALES",NA
"S",860,34,"MISSOURI","X860TOT.SLAVE.FEMALES",57571
"S",860,35,"NEBRASKA","X860TOT.SLAVE.FEMALES",9
"S",860,40,"VIRGINIA","X860TOT.SLAVE.FEMALES",241382
"S",860,41,"ALABAMA","X860TOT.SLAVE.FEMALES",217314
"S",860,42,"ARKANSAS","X860TOT.SLAVE.FEMALES",54941
"S",860,43,"FLORIDA","X860TOT.SLAVE.FEMALES",30397
"S",860,44,"GEORGIA","X860TOT.SLAVE.FEMALES",233005
"S",860,45,"LOUISIANA","X860TOT.SLAVE.FEMALES",159749
"S",860,46,"MISSISSIPPI","X860TOT.SLAVE.FEMALES",217330
"S",860,47,"NORTH CAROLINA","X860TOT.SLAVE.FEMALES",164590
"S",860,48,"SOUTH CAROLINA","X860TOT.SLAVE.FEMALES",205835
"S",860,49,"TEXAS","X860TOT.SLAVE.FEMALES",91377
"S",860,51,"KENTUCKY","X860TOT.SLAVE.FEMALES",112474
"S",860,52,"MARYLAND","X860TOT.SLAVE.FEMALES",42876
"S",860,54,"TENNESSEE","X860TOT.SLAVE.FEMALES",139349
"S",860,65,"NEVADA","X860TOT.SLAVE.FEMALES",NA
"S",860,71,"CALIFORNIA","X860TOT.SLAVE.FEMALES",NA
"S",860,72,"OREGON","X860TOT.SLAVE.FEMALES",NA
"S",860,1,"CONNECTICUT","X860TOT.SLAVE.MALES",NA
"S",860,2,"MAINE","X860TOT.SLAVE.MALES",NA
"S",860,3,"MASSACHUSETTS","X860TOT.SLAVE.MALES",NA
"S",860,4,"NEW HAMPSHIRE","X860TOT.SLAVE.MALES",NA
"S",860,5,"RHODE ISLAND","X860TOT.SLAVE.MALES",NA
"S",860,6,"VERMONT","X860TOT.SLAVE.MALES",NA
"S",860,11,"DELAWARE","X860TOT.SLAVE.MALES",860
"S",860,12,"NEW JERSEY","X860TOT.SLAVE.MALES",6
"S",860,13,"NEW YORK","X860TOT.SLAVE.MALES",NA
"S",860,14,"PENNSYLVANIA","X860TOT.SLAVE.MALES",NA
"S",860,21,"ILLINOIS","X860TOT.SLAVE.MALES",NA
"S",860,22,"INDIANA","X860TOT.SLAVE.MALES",NA
"S",860,23,"MICHIGAN","X860TOT.SLAVE.MALES",NA
"S",860,24,"OHIO","X860TOT.SLAVE.MALES",NA
"S",860,25,"WISCONSIN","X860TOT.SLAVE.MALES",NA
"S",860,31,"IOWA","X860TOT.SLAVE.MALES",NA
"S",860,32,"KANSAS","X860TOT.SLAVE.MALES",0
"S",860,33,"MINNESOTA","X860TOT.SLAVE.MALES",NA
"S",860,34,"MISSOURI","X860TOT.SLAVE.MALES",57360
